Genes	P value (cut-off 0.05)
UQCRQ	5.54488112568651e-19
TMEM176B	2.23946170648169e-09
UGT2B7	1.49906166927102e-05
UQCR10	1.58020435559716e-09
MT2A	0.000385803706771441
ATP5D	7.84239608615687e-12
ORM2	1.21463492542088e-06
APOB	3.69270726133907e-12
NNMT	7.74335172439122e-06
APOC3	8.22057391142342e-14
CRP	0.000103119180067985
AZGP1	1.22449182632595e-06
MT1X	1.46224874127506e-06
AHSG	1.35217477511234e-07
MASP2	5.81719321161434e-05
HSPE1	8.44590193537377e-09
AKR1C1	0.00566896078539387
PRAP1	8.79834257302499e-06
HINT1	5.95665070989018e-17
HPR	0.000207178685724154
SERPINC1	1.5645282289219e-05
FGG	2.61126711809316e-08
UBB	4.14215102697443e-13
SAA1	1.77496272925535e-13
SOD1	2.61849662942444e-13
DDT	4.38881045694698e-18
ORM1	6.44329198510166e-11
CYP2E1	1.10486497617847e-07
MT1G	3.97931865724099e-11
SPINK1	4.63540361655643e-08
SAA2	1.1308606128757e-13
APOA5	2.86347112851798e-07
APOC1	3.78906489547347e-14
CYP3A4	0.000109166328985636
SAA4	1.26708726280913e-06
APOA2	3.31077491955524e-10
ANG	2.54298741463796e-16
FABP1	1.08161798716018e-12
TTR	7.09460576285305e-09
MGST1	9.27684186079139e-10
APOH	1.12172307469409e-14
JCHAIN	0.0271204054867873
IGHA1	0.00869263455275309
IGKC	3.15058125465311e-07
HBA2	0.000206058419132107
HBA1	0.0074306825587671
HBB	0.000353520187954786
